comparison,axis,baseline,target,a,b,spearman,top50_jaccard
cell_bootstrap,drug1,zero,norm_squared,0,70,0.8960067876863462,0.3888888888888889
cell_bootstrap,drug1,zero,norm_squared,0,71,0.9704329949079494,0.7543859649122807
cell_bootstrap,drug1,zero,norm_squared,0,72,0.948353999860141,0.7241379310344828
cell_bootstrap,drug1,zero,norm_squared,0,73,0.9532726625170932,0.5384615384615384
cell_bootstrap,drug1,zero,norm_squared,0,74,0.8198475569164106,0.16279069767441862
cell_bootstrap,drug1,zero,norm_squared,0,75,0.9823690439045182,0.8181818181818182
cell_bootstrap,drug1,zero,norm_squared,0,76,0.9777788114873533,0.639344262295082
cell_bootstrap,drug1,zero,norm_squared,0,77,0.8022307664697294,0.3157894736842105
cell_bootstrap,drug1,zero,norm_squared,0,78,0.8825308514045686,0.3157894736842105
cell_bootstrap,drug1,zero,norm_squared,0,79,0.9132142714882471,0.9607843137254902
cell_bootstrap,drug1,zero,norm_squared,0,80,0.8645423007862005,0.2987012987012987
cell_bootstrap,drug1,zero,norm_squared,0,81,0.9675568246896469,0.7241379310344828
cell_bootstrap,drug1,zero,norm_squared,0,82,0.8012088125896191,0.28205128205128205
cell_bootstrap,drug1,zero,norm_squared,0,83,0.9193598581182703,0.5873015873015873
cell_bootstrap,drug1,zero,norm_squared,0,84,0.9294648121759274,0.5873015873015873
cell_bootstrap,drug1,zero,norm_squared,0,85,0.7537050880750129,0.16279069767441862
cell_bootstrap,drug1,zero,norm_squared,0,86,0.973030403832,0.7241379310344828
cell_bootstrap,drug1,zero,norm_squared,0,87,0.9591984252305583,0.6949152542372882
cell_bootstrap,drug1,zero,norm_squared,0,88,0.9570761127767045,0.639344262295082
cell_bootstrap,drug1,zero,norm_squared,0,89,0.9749934889929684,0.6129032258064516
cell_bootstrap,drug1,zero,norm_squared,0,90,0.9700379152081318,0.8181818181818182
cell_bootstrap,drug1,zero,norm_squared,0,91,0.8101210172641483,0.20481927710843373
cell_bootstrap,drug1,zero,norm_squared,0,92,0.9794024897301943,0.6666666666666666
cell_bootstrap,drug1,zero,norm_squared,0,93,0.9848873390164469,0.7543859649122807
cell_bootstrap,drug1,zero,norm_squared,0,94,0.9847774640995383,0.6666666666666666
cell_bootstrap,drug1,zero,norm_squared,0,95,0.919005285776634,0.5151515151515151
cell_bootstrap,drug1,zero,norm_squared,0,96,0.9800748923586502,0.6949152542372882
cell_bootstrap,drug1,zero,norm_squared,0,97,0.9568315521588896,0.7543859649122807
cell_bootstrap,drug1,zero,norm_squared,0,98,0.8635804102741929,0.3698630136986301
cell_bootstrap,drug1,zero,norm_squared,0,99,0.9872037952355618,0.8518518518518519
